Date,Open,High,Low,Close,Volume
2016-01-04,1099.59,1110.75,1093.85,1109.64,66545000
2016-01-05,1117.47,1130.57,1112.75,1125.85,41227200
2016-01-06,1116.63,1138.68,1116.1,1133.04,42316800
2016-01-07,1122,1149.76,1117.56,1143.37,64899600
2016-01-08,1145.64,1149.96,1120.93,1122.88,52138900
2016-01-11,1126.04,1134.69,1120.15,1130.93,43684900
2016-01-12,1134.63,1140.91,1122.6,1127.71,42286900
2016-01-13,1130.63,1131.98,1098.54,1100.22,51882600
2016-01-14,1102.76,1126.36,1095.25,1117.71,46357200
2016-01-15,1093.31,1108.41,1087.7,1098.22,73740300
2016-01-19,1104.78,1113.13,1098.68,1107.63,47202300
2016-01-20,1094.74,1106.85,1071.79,1087.52,71055600
2016-01-21,1090.36,1116.13,1086.9,1101.73,49735700
2016-01-22,1113.77,1124.41,1109.16,1117.15,41273900
2016-01-25,1117.55,1131.14,1110.37,1120.9,36557000
2016-01-26,1120.63,1134.47,1117.03,1127.48,28257900
2016-01-27,1128.79,1142.32,1119.97,1122.51,45057100
2016-01-28,1130.87,1140.08,1120.86,1135.94,54703300
2016-01-29,1142.19,1166.45,1140.43,1163.88,71404200
2016-02-01,1161.42,1186.29,1158.74,1179.53,103833900
2016-02-02,1188.28,1196.07,1170.16,1176.58,127686900
2016-02-03,1183.46,1187.02,1141.78,1157.34,124033000
2016-02-04,1150.29,1160.52,1134.96,1152.79,104167600
2016-02-05,1156.38,1163.95,1137.55,1151.33,103096200
2016-02-08,1140.67,1153.13,1123.89,1149.88,87444100
2016-02-09,1130.62,1149.92,1120.33,1136.09,73648300
2016-02-10,1143.22,1152.4,1135.59,1137.82,53646000
2016-02-11,1126.15,1139.2,1121.47,1132.21,61505900
2016-02-12,1136.81,1146.17,1125.7,1141.72,43911800
2016-02-16,1149.98,1153.75,1134.89,1141.38,51664600
2016-02-17,1145.94,1155.54,1140.51,1149.47,51377500
2016-02-18,1123.59,1135.97,1103.48,1123.6,46868900
2016-02-19,1120.26,1132.75,1114.89,1130.77,35391200
2016-02-22,1132.96,1151.44,1131.33,1143.49,40407700
2016-02-23,1144.18,1154.96,1135.24,1149.46,41780500
2016-02-24,1143.94,1160.39,1136,1157.87,40598100
2016-02-25,1161.76,1171.36,1157.32,1170.27,34213100
2016-02-26,1171.66,1174.57,1149.05,1152.79,46195000
2016-02-29,1152.6,1159.64,1147.09,1148.49,50494400
2016-03-01,1153.87,1161.61,1145.32,1156.81,44274000
2016-03-02,1154.07,1159.57,1149.4,1154.06,33844800
2016-03-03,1151.1,1154.14,1134.91,1151.12,40912800
2016-03-04,1151.97,1165.22,1148.42,1157.76,40692600
2016-03-07,1154.64,1175.96,1144.18,1165.13,61064100
2016-03-08,1161.22,1174.5,1157.46,1166.49,42729100
2016-03-09,1165.11,1169.74,1156.13,1164.42,29487200
2016-03-10,1165.57,1173.76,1150.99,1165.45,57585300
2016-03-11,1171.89,1176.05,1160.04,1167.4,40278600
2016-03-14,1167.15,1175.88,1164.48,1170.74,35015500
2016-03-15,1165.51,1182.43,1164.81,1178.23,35242000
2016-03-16,1175.9,1184.08,1167.56,1179.7,33511300
2016-03-17,1177.91,1192.43,1171.5,1174.25,39053500
2016-03-18,1175.95,1182.13,1164.4,1168.54,63952300
2016-03-21,1169.05,1186.13,1167.37,1181.41,37917700
2016-03-22,1180.21,1190.32,1177.85,1179.87,26482600
2016-03-23,1181.97,1184.09,1173.54,1174.4,29286600
2016-03-24,1172.07,1180.8,1171.17,1179.54,32515200
2016-03-28,1179.25,1187.24,1177.78,1180.26,26622500
2016-03-29,1180.95,1185.86,1170.97,1183.03,38625400
2016-03-30,1188.15,1198.24,1187.25,1193.54,36369600
2016-03-31,1192.55,1198.04,1186.69,1188.26,34945600
2016-04-01,1180.91,1197.98,1180.35,1196.27,32217800
2016-04-04,1195.64,1200.69,1192.22,1195.2,23688100
2016-04-05,1192.02,1196.05,1182.6,1187.54,23371800
2016-04-06,1187.54,1195.04,1185.44,1194.64,21745700
2016-04-07,1192.17,1193.82,1179.19,1183.65,29699500
2016-04-08,1185.88,1187.31,1178.07,1181.49,26625700
2016-04-11,1182.21,1186.93,1172.87,1173.11,25638400
2016-04-12,1175.64,1192.1,1171.96,1191.07,28143800
2016-04-13,1195.44,1201.75,1192.25,1197.86,34711700
2016-04-14,1198.6,1200.72,1187.02,1194.44,23753800
2016-04-15,1196.26,1203.86,1195.82,1199.28,36972400
2016-04-18,1199.64,1211.69,1196.34,1210.76,31871800
2016-04-19,1210.96,1214.32,1201.01,1205.58,41429500
2016-04-20,1206.8,1209.43,1197.08,1198.86,31059300
2016-04-21,1202.67,1206.71,1187,1192.77,61566700
2016-04-22,1185.64,1190.2,1175.4,1182.08,119200200
2016-04-25,1179.31,1192.54,1173.62,1191.95,39625200
2016-04-26,1195.28,1197.54,1181.3,1185.21,55293200
2016-04-27,1187.09,1190.91,1176.66,1185.8,62185500
2016-04-28,1182.59,1190.69,1172.99,1175.29,57544700
2016-04-29,1173.11,1176.37,1145.78,1152.85,51204000
2016-05-02,1151.52,1164.71,1148.37,1162.68,33774500
2016-05-03,1154.01,1161.53,1151.15,1154.1,31439000
2016-05-04,1151.81,1162,1146.69,1157.31,34402600
2016-05-05,1155.48,1160.14,1150.44,1159.38,34628600
2016-05-06,1155.02,1174.58,1153.68,1174.23,37882400
2016-05-09,1174.52,1186.25,1172.83,1182.67,31421900
2016-05-10,1183.58,1188.16,1177.94,1184.23,32038400
2016-05-11,1169.5,1170.23,1145.23,1154.98,36856100
2016-05-12,1157.14,1163.49,1152.58,1159.29,28835600
2016-05-13,1154.7,1157.06,1133.36,1137.11,29666200
2016-05-16,1135.64,1155.42,1132.48,1151.08,28241300
2016-05-17,1151.35,1155.52,1134.17,1137.33,41079700
2016-05-18,1113.35,1124.48,1108.99,1115.81,41760800
2016-05-19,1169.75,1184.81,1161.16,1181.53,48437700
2016-05-20,1183.42,1196.73,1177.63,1191.99,40220300
2016-05-23,1188.03,1194.81,1185.44,1186.14,28466000
2016-05-24,1188.71,1201.95,1187.56,1199.63,39586900
2016-05-25,1199.98,1210.64,1199.52,1204.02,33383900
2016-05-26,1205.62,1215.16,1203.75,1207.82,32702900
2016-05-27,1207.91,1211.42,1203.71,1209.44,39919800
2016-05-31,1207.22,1214.56,1205.93,1210.8,43408600
2016-06-01,1207.22,1212.74,1204.97,1207.13,26091200
2016-06-02,1206.59,1212.4,1199.93,1210.99,27614100
2016-06-03,1206.33,1211.82,1202.95,1207.48,25340900
2016-06-06,1215.67,1216.03,1206.53,1207.72,32579000
2016-06-07,1209.33,1212.42,1205.45,1207.53,27719900
2016-06-08,1207.78,1216.06,1206.14,1214.02,32263500
2016-06-09,1213.21,1217.92,1207.23,1211.93,20688500
2016-06-10,1208,1214.73,1203.41,1209.6,25461300
2016-06-13,1206.96,1211.89,1201.15,1202.26,26390600
2016-06-14,1203.12,1210.8,1196.83,1206.97,27650700
2016-06-15,1210.03,1215.95,1207.22,1209.09,25578900
2016-06-16,1206.46,1212.29,1200.55,1208.51,40213000
2016-06-17,1205.13,1208.14,1191.43,1198.74,70403700
2016-06-20,1205.05,1211.56,1200.39,1201.06,42258100
2016-06-21,1200.8,1211.01,1198.83,1205.93,30062400
2016-06-22,1208.48,1216.48,1206.29,1209.69,25150700
2016-06-23,1214.85,1216.74,1206.97,1215.1,43983900
2016-06-24,1189.08,1218.34,1188.08,1205.27,90255600
2016-06-27,1200.28,1202.17,1189.16,1197.8,53781300
2016-06-28,1204.04,1205.75,1189.72,1201.53,44311000
2016-06-29,1203.84,1215.09,1202.55,1213.74,39283400
2016-06-30,1215.42,1224.64,1211.99,1222.61,33120800
2016-07-01,1223.9,1226.96,1215.74,1222.36,27957900
2016-07-05,1220.69,1230.97,1217.71,1224.85,31164300
2016-07-06,1224.71,1236.54,1223.38,1233.52,30327700
2016-07-07,1232.58,1234.93,1222.93,1229.46,27223300
2016-07-08,1234.06,1236.33,1226.47,1236.18,32799700
2016-07-11,1234.98,1245.36,1232.79,1241.59,24003500
2016-07-12,1237.14,1240.28,1229.75,1234.31,29457100
2016-07-13,1235.03,1239.5,1229.38,1237.2,19781600
2016-07-14,1240.58,1244.44,1237.42,1239.35,20132800
2016-07-15,1244.03,1244.38,1235.77,1238.67,26279000
2016-07-18,1239.21,1249.55,1237.47,1244.92,26478500
2016-07-19,1241.42,1247.28,1240.41,1243.8,25014500
2016-07-20,1246.63,1250.78,1243.67,1246.79,26329300
2016-07-21,1242.45,1245.49,1237.73,1242.92,20990700
2016-07-22,1246.67,1248.84,1241.13,1244.6,25563100
2016-07-25,1243.94,1247.74,1241.35,1245.95,21183800
2016-07-26,1245.25,1250.22,1240.36,1245.3,24307400
2016-07-27,1244.45,1248.21,1238.12,1241.66,30796900
2016-07-28,1241.26,1243.83,1231.22,1242.05,70754000
2016-07-29,1249.8,1252.62,1243.27,1246.32,77088100
2016-08-01,1242.04,1261.54,1242.01,1256.75,54327900
2016-08-02,1254.52,1257.04,1242.17,1248.85,36279500
2016-08-03,1246.14,1252.61,1240.5,1247.42,26572600
2016-08-04,1245.52,1253.93,1242.05,1250.99,23336000
2016-08-05,1253.5,1262.03,1253.03,1259.62,36428800
2016-08-08,1262.25,1263.24,1250.18,1254.76,23113600
2016-08-09,1254.78,1263.17,1251.45,1257.82,27150000
2016-08-10,1257.99,1269.55,1255.63,1262.55,17669500
2016-08-11,1268.84,1273.77,1257.28,1260.94,20491400
2016-08-12,1259.84,1264.06,1256.76,1261.4,17866800
2016-08-15,1260.68,1264.16,1251.63,1254.76,21093700
2016-08-16,1245.84,1254.14,1239.33,1248.17,22760500
2016-08-17,1238.15,1250.05,1236.89,1249.52,23396400
2016-08-18,1249.55,1275.91,1248.56,1264.15,30469400
2016-08-19,1261.09,1263.92,1244.38,1246.73,23073500
2016-08-22,1248.84,1250.16,1240.92,1244.44,21642700
2016-08-23,1247.66,1250.01,1236.03,1236.24,20804400
2016-08-24,1235.74,1245.78,1232.24,1238.37,23679000
2016-08-25,1239.08,1243.05,1223.03,1226.99,21312200
2016-08-26,1228.99,1234.46,1222.1,1226.13,25401800
2016-08-29,1225.88,1233.77,1224.73,1229.89,18524200
2016-08-30,1228.96,1234.69,1225.33,1227.87,23326000
2016-08-31,1228.86,1231.56,1224.83,1228.63,25757300
2016-09-01,1230.78,1245.88,1227.37,1244.92,21923900
2016-09-02,1247.97,1250.55,1240.07,1241.97,22926200
2016-09-06,1245.54,1251.9,1238.42,1250.37,30401900
2016-09-07,1250.33,1251.8,1238,1239.93,20297600
2016-09-08,1237.45,1242.85,1233.77,1235.7,27181000
2016-09-09,1228.24,1231.44,1213.37,1213.37,39626000
2016-09-12,1217.37,1238.64,1216.19,1234.85,28381700
2016-09-13,1232.22,1233.58,1221.63,1226.4,28892600
2016-09-14,1228.17,1235.73,1225.51,1227.97,22840900
2016-09-15,1227.64,1243.38,1224.21,1240.91,27102500
2016-09-16,1239.39,1246.58,1236.56,1245.26,43290400
2016-09-19,1243.82,1246.95,1235.04,1235.45,24455700
2016-09-20,1237.22,1243.11,1234.22,1235.95,20445100
2016-09-21,1238.76,1244.28,1229.8,1240.04,24291400
2016-09-22,1243.97,1248.43,1238.52,1244.54,30298500
2016-09-23,1248.03,1250.69,1244.29,1245.3,29268100
2016-09-26,1243.47,1243.7,1231.45,1232.95,31235700
2016-09-27,1236.84,1246.61,1232.52,1243.84,23920800
2016-09-28,1240.92,1243.34,1230.56,1237.33,23041700
2016-09-29,1234.82,1237.84,1221.81,1223.3,27483200
2016-09-30,1232.34,1244.61,1230.48,1239.6,33240400
2016-10-03,1235.34,1239.53,1231.2,1236.81,26238300
2016-10-04,1237.82,1245.1,1231.74,1235.15,24909900
2016-10-05,1237.44,1242.86,1233.22,1234.3,29930500
2016-10-06,1235.13,1235.63,1203.01,1208.7,29376600
2016-10-07,1208.54,1210.87,1193.44,1200.79,22549200
2016-10-10,1202.24,1208.53,1190.56,1196.53,25158500
2016-10-11,1196.44,1198.48,1187.13,1189,28763200
2016-10-12,1193.08,1196.45,1188.37,1190.81,20770800
2016-10-13,1186.13,1201.05,1181.97,1196.58,28812300
2016-10-14,1199.86,1204.99,1195.63,1199.16,18217300
2016-10-17,1201.8,1203.85,1191.59,1197.09,23108700
2016-10-18,1203.65,1212.89,1199.11,1209.49,41881800
2016-10-19,1214.35,1217.86,1208.43,1211.83,36046900
2016-10-20,1213.43,1214.76,1206.38,1208.5,35709100
2016-10-21,1203.75,1208.49,1199.5,1205.2,26511200
2016-10-24,1210.2,1222.04,1207.64,1219.35,34697600
2016-10-25,1218.6,1228.07,1214.51,1219.35,32438100
2016-10-26,1218.22,1224.08,1213.02,1218.93,33338800
2016-10-27,1219.69,1224.97,1214.12,1220.28,55444600
2016-10-28,1224.36,1231.35,1218.55,1222.04,85680600
2016-10-31,1222.87,1224.58,1216.68,1218.74,48964700
2016-11-01,1217.75,1220.85,1205.92,1210.44,48932900
2016-11-02,1207.52,1217.22,1202.57,1207.1,38220500
2016-11-03,1208.63,1214.54,1202.76,1206.91,39455100
2016-11-04,1204,1213.09,1197.48,1201.61,43309300
2016-11-07,1210.94,1217.01,1205.18,1215.44,33169100
2016-11-08,1214.97,1222.75,1211.2,1218.24,28380500
2016-11-09,1209.22,1237.46,1206.29,1231.02,54775400
2016-11-10,1234.66,1244.01,1218.89,1226.7,95978500
2016-11-11,1221.57,1224.92,1213.84,1222.16,49326500
2016-11-14,1221.88,1224.3,1201.83,1208,74220800
2016-11-15,1214.89,1227.69,1209.95,1225.73,48661800
2016-11-16,1228.38,1235.51,1222.14,1227.39,31507000
2016-11-17,1202.46,1209.31,1190.88,1205.14,35065900
2016-11-18,1202.31,1208.76,1193.04,1194.33,32884700
2016-11-21,1195.03,1206.98,1193.02,1206.47,27893100
2016-11-22,1211.63,1220.76,1209.75,1214.54,33702200
2016-11-23,1215.46,1223.13,1210.87,1220.03,30479700
2016-11-25,1224.22,1230.53,1221.54,1224.75,12487900
2016-11-28,1220.82,1233.86,1219.29,1226.44,44336100
2016-11-29,1229.64,1236.56,1226.55,1229.34,33148200
2016-11-30,1224.04,1227.7,1210.62,1214.58,48758300
2016-12-01,1212.36,1218.52,1203.42,1213.91,60745500
2016-12-02,1211.82,1219.04,1209.86,1217.11,29806900
2016-12-05,1219.7,1222.78,1205.92,1210.57,29805300
2016-12-06,1212.09,1217.68,1203.93,1214.13,34697100
2016-12-07,1209.94,1221.48,1207.89,1220.87,35902400
2016-12-08,1219.95,1226.53,1216.4,1219.67,30538900
2016-12-09,1220.09,1225.07,1213.88,1221.14,37992600
2016-12-12,1219.6,1240.71,1218.81,1238.82,43051400
2016-12-13,1240.37,1250.14,1239.5,1242.58,43814900
2016-12-14,1244.13,1252.8,1234.96,1237.77,35169300
2016-12-15,1236.53,1244.89,1232.92,1235.14,33303600
2016-12-16,1235.91,1242.38,1227.25,1231.66,52031800
2016-12-19,1229.93,1242.6,1228.6,1239.55,25336000
2016-12-20,1242.07,1244.93,1238.42,1242.95,19976800
2016-12-21,1240.97,1245.05,1233.37,1235.88,24757300
2016-12-22,1235.17,1235.51,1211.37,1216.49,22905200
2016-12-23,1214.59,1218.76,1212.55,1215.46,13361500
2016-12-27,1213.06,1221.3,1211.49,1217.78,16393600
2016-12-28,1221.17,1222.01,1210.07,1211.26,23585500
2016-12-29,1209.57,1213.9,1207.08,1209.94,15494200
2016-12-30,1208.38,1211.83,1200.96,1204.66,36064200
2017-01-03,1208.37,1212.02,1194.15,1204.42,34761300
2017-01-04,1205.16,1216.9,1202.71,1209.07,22874200
2017-01-05,1201.83,1214.64,1198.04,1213.14,27631600
2017-01-06,1204.75,1210.14,1199.28,1206.88,34149500
2017-01-09,1207.73,1214.13,1206.37,1211.97,26931000
2017-01-10,1211.63,1219.01,1205.49,1206.07,25673800
2017-01-11,1205.81,1211.54,1204.44,1210.47,22345400
2017-01-12,1208.33,1210.64,1200.68,1203.76,27842300
2017-01-13,1204.26,1206.01,1194.13,1195.12,24156800
2017-01-17,1205.44,1218.52,1202.64,1208.08,30257500
2017-01-18,1202.59,1205.25,1197.16,1205.19,26903500
2017-01-19,1205.06,1207.27,1196.79,1198.46,19610600
2017-01-20,1201.44,1202.43,1191.73,1194.67,35508900
2017-01-23,1193.59,1200.25,1187.45,1193.93,40068900
2017-01-24,1197.61,1204.56,1193.51,1203.72,31365400
2017-01-25,1207.09,1211.55,1197.52,1202.39,31136900
2017-01-26,1205.78,1206.85,1196.38,1199.45,59832600
2017-01-27,1201.85,1205.66,1179.65,1184.84,60818200
2017-01-30,1181.42,1191.06,1176.1,1185.61,65504600
2017-01-31,1181.39,1190.36,1175.53,1187.13,44205900
2017-02-01,1185.06,1188.34,1177.46,1181.11,41590600
2017-02-02,1181.62,1193.47,1180.96,1187.2,31936100
2017-02-03,1190.08,1192.35,1185,1186.08,30245100
2017-02-06,1184.03,1190.07,1182.45,1184.94,25376700
2017-02-07,1187.62,1194.69,1186.26,1192.23,25493900
2017-02-08,1192.25,1204.11,1190.9,1202.76,24342900
2017-02-09,1203.17,1218.2,1200.77,1217.13,22684400
2017-02-10,1208.79,1213.85,1202.75,1206.94,25888000
2017-02-13,1211.05,1216.42,1202.57,1206.21,25670400
2017-02-14,1207.3,1217.45,1204.37,1216.33,22728200
2017-02-15,1206.56,1217.76,1205.79,1216.15,27632400
2017-02-16,1216.27,1224.09,1215.27,1219.91,27091700
2017-02-17,1219.08,1231.34,1217.06,1226.74,34683300
2017-02-21,1247.13,1260.57,1241.41,1250.79,33759500
2017-02-22,1258.58,1261.46,1250.06,1253.34,24875300
2017-02-23,1256.32,1262.65,1244.58,1249.14,32116900
2017-02-24,1248.24,1264.8,1246.57,1260.14,31116300
2017-02-27,1257.53,1261.09,1249.03,1253.15,23895000
2017-02-28,1242.31,1244.75,1230.87,1242.14,47947700
2017-03-01,1244.52,1248.33,1234.96,1241.07,32843100
2017-03-02,1240.24,1245.74,1235.99,1242.82,20852500
2017-03-03,1242.79,1245.94,1231.46,1234.29,20195700
2017-03-06,1233.21,1238.74,1229.22,1232.2,24005700
2017-03-07,1232.28,1237.8,1231.54,1233.53,21992900
2017-03-08,1232.11,1237.49,1229.87,1234.01,21343900
2017-03-09,1233.69,1238.95,1230.94,1235.79,26339700
2017-03-10,1238.95,1243.46,1235.43,1240.02,34811500
2017-03-13,1239.09,1245.76,1235.74,1239.17,25399900
2017-03-14,1248,1253.52,1245.9,1247.58,18505900
2017-03-15,1245.88,1248.45,1238.24,1246.63,29001800
2017-03-16,1242.14,1249.21,1240.66,1245.64,20788000
2017-03-17,1248.18,1250.68,1238.19,1240.83,37026900
2017-03-20,1242.82,1246.29,1236.42,1240.51,25736800
2017-03-21,1243.65,1246.91,1230.54,1233.34,50040400
2017-03-22,1235.26,1239.99,1230.23,1236.93,28763900
2017-03-23,1233.42,1235.19,1225.47,1228.51,70082400
2017-03-24,1230.83,1233.45,1221.9,1224.69,40050900
2017-03-27,1221.12,1232.23,1218.11,1226.99,38326300
2017-03-28,1223.68,1237.04,1221.46,1234.74,33211500
2017-03-29,1236.46,1248.27,1235.11,1242.97,36403600
2017-03-30,1243.13,1254.55,1241.03,1252.36,22621900
2017-03-31,1248.52,1263.13,1246.97,1257.11,29747800
2017-04-03,1256.99,1265.91,1253.64,1257.4,34442900
2017-04-04,1253.94,1258.8,1250.83,1258.03,21636600
2017-04-05,1254.32,1264.07,1251.74,1252.98,31748500
2017-04-06,1253.87,1259.67,1248.31,1249.36,25781900
2017-04-07,1256.79,1266.81,1250.92,1264.51,23729900
2017-04-10,1265.75,1272.52,1262.31,1266.3,20964000
2017-04-11,1265.63,1271.53,1262.23,1269.94,22362100
2017-04-12,1270.79,1275.48,1267.13,1270.35,19190700
2017-04-13,1268.85,1273.53,1266.15,1266.86,23073600
2017-04-17,1267.47,1276.43,1267.17,1275.24,18715800
2017-04-18,1274.79,1282.6,1273.6,1279.54,17998800
2017-04-19,1282.88,1286.81,1279,1281.98,19987300
2017-04-20,1283.87,1295.9,1282.8,1291.26,20661000
2017-04-21,1291.01,1295.52,1288.68,1293.39,27090600
2017-04-24,1297.69,1305.37,1289.91,1298.28,28540200
2017-04-25,1301.16,1306.78,1299.18,1304.53,33925800
2017-04-26,1307.62,1313.77,1304.28,1308.52,25701200
2017-04-27,1310.39,1312.78,1303.52,1309.51,40985400
2017-04-28,1319.91,1324.27,1314.74,1317.58,65934800
2017-05-01,1315.22,1326.94,1315.03,1320.5,42766900
2017-05-02,1320.25,1328.62,1319.61,1325.01,32576700
2017-05-03,1323.15,1333.02,1319.9,1331.32,30494500
2017-05-04,1332.83,1341.41,1331.2,1339.24,28969100
2017-05-05,1340.78,1343.23,1335.22,1339.42,38633800
2017-05-08,1339.06,1343.07,1334.03,1337.79,27381700
2017-05-09,1342.19,1349.06,1338.38,1343.58,32695400
2017-05-10,1339.26,1344.21,1335.34,1342.19,24650500
2017-05-11,1337.11,1343.69,1331.71,1336.56,18671000
2017-05-12,1334.94,1338.88,1327.3,1332.56,21822800
2017-05-15,1333.78,1342.95,1332.47,1340.58,23861500
2017-05-16,1340.51,1342.55,1327.61,1329.94,21120200
2017-05-17,1327.3,1335.33,1319.38,1321.65,48499200
2017-05-18,1341.44,1354.14,1332.33,1351.78,37247900
2017-05-19,1356.91,1375.24,1354.55,1366.57,33488300
2017-05-22,1365.61,1371.86,1361.74,1366.92,24109900
2017-05-23,1369.37,1374.87,1365.96,1368.69,26523700
2017-05-24,1370.92,1372.2,1365.1,1367.14,21800200
2017-05-25,1370.27,1381.04,1367.32,1374.06,33772000
2017-05-26,1374.78,1378.52,1366.81,1372.81,25778500
2017-05-30,1370.98,1377.45,1369.93,1374.62,29828800
2017-05-31,1376.49,1384.2,1369.8,1375.58,49644200
2017-06-01,1377.48,1391.14,1373.85,1389.52,29364600
2017-06-02,1390.31,1394.06,1382.76,1390.58,35921400
2017-06-05,1390.71,1403.87,1388.88,1400.42,27019300
2017-06-06,1391.21,1394.44,1375.67,1383.46,38078300
2017-06-07,1386.31,1392.28,1381.03,1387.38,30298100
2017-06-08,1387.89,1399.33,1376.02,1385.85,31590300
2017-06-09,1387.32,1393.08,1366.63,1379.32,66852900
2017-06-12,1375.49,1389.56,1360.94,1374.92,75986600
2017-06-13,1377.72,1384.51,1371.51,1381.67,40643800
2017-06-14,1383.95,1390.08,1374.89,1384.9,30211800
2017-06-15,1371.16,1375.76,1352.26,1371.1,44132500
2017-06-16,1316.36,1333.86,1306.2,1330.24,83624300
2017-06-19,1335.42,1345.84,1325.8,1339.39,34633200
2017-06-20,1343.54,1345.44,1334.74,1337.35,24648300
2017-06-21,1339.09,1352.34,1337.83,1348.09,25677300
2017-06-22,1345.57,1346.62,1336.15,1339.46,20501000
2017-06-23,1340.22,1345.53,1327.95,1335.27,33239900
2017-06-26,1338.03,1349.81,1330.74,1337.54,33101400
2017-06-27,1334.01,1345.52,1327.89,1334.16,52000200
2017-06-28,1337.36,1348.21,1331.59,1344.26,54874900
2017-06-29,1337.69,1338.93,1322.57,1329.9,66361100
2017-06-30,1334.44,1336.55,1323.78,1324.04,42380000
2017-07-03,1327.02,1333.12,1312.59,1317.02,34538100
2017-07-05,1320.16,1329.04,1314.87,1321.16,36776900
2017-07-06,1318.79,1329.37,1316.04,1321.02,29148800
2017-07-07,1323.74,1330.1,1317.19,1323.7,33183200
2017-07-10,1322.86,1327.68,1300.17,1304.59,28215600
2017-07-11,1306.48,1314.43,1303.22,1307.65,23503800
2017-07-12,1312.83,1321.53,1311.3,1317.73,31167700
2017-07-13,1326.5,1335.72,1323.58,1330.93,27149500
2017-07-14,1345.88,1350.83,1340.54,1348.09,22977300
2017-07-17,1347.91,1355.56,1344.06,1347.54,24928400
2017-07-18,1346.07,1354.59,1342.49,1349.97,23479900
2017-07-19,1349.57,1352.98,1343.02,1348.43,25059900
2017-07-20,1351.11,1354.35,1343.18,1349.08,32867300
2017-07-21,1344.97,1353.17,1341.07,1352.17,34959700
2017-07-24,1350.61,1367.82,1350.06,1362.8,65384800
2017-07-25,1361.16,1376.88,1355.8,1370.02,93927200
2017-07-26,1371.74,1378.63,1360.72,1373.15,42302600
2017-07-27,1372.55,1385.07,1358.86,1378.04,64762600
2017-07-28,1376.63,1383.36,1373.11,1380.91,37261700
2017-07-31,1381.16,1387.47,1374.26,1379.1,39896700
2017-08-01,1382.63,1389.67,1378.77,1384.83,26187800
2017-08-02,1382.31,1392.17,1377.77,1384.99,37504700
2017-08-03,1393.93,1399.24,1383.77,1386.47,26025900
2017-08-04,1389.64,1394.64,1378.97,1383.65,22793800
2017-08-07,1385.02,1395.65,1383.79,1392.95,21360200
2017-08-08,1390.95,1401.59,1387.44,1395.55,22478600
2017-08-09,1388.12,1399.7,1384.65,1394.45,24740400
2017-08-10,1386.63,1390.88,1377.01,1378.61,37356600
2017-08-11,1379.64,1388.75,1374.71,1378.18,25397800
2017-08-14,1383.05,1391.01,1380.59,1384.35,22671200
2017-08-15,1386.31,1393.41,1381.59,1384.95,19028700
2017-08-16,1391.53,1395.95,1382.81,1388.9,23204700
2017-08-17,1364.99,1375.95,1354.13,1369.27,30847600
2017-08-18,1368.15,1377.94,1363.3,1364.86,28570300
2017-08-21,1362.53,1374.05,1356.6,1367.91,21176200
